15313	134,32	A1	att	släppa	e.g. släppa in/ut
15294	134,15	A1		enbart	
15293	134,15	A1	ett	drag	
15269	133,94	A1	en	verklighet	
15261	133,87	A1	en	författare	
15219	133,50	A1	en	tillgång	
15210	133,42	A1		nödvändig	
15176	133,12	A1		full	
15102	132,47	A1		frihet	
15093	132,39	A1	att	passa	
15067	132,16	A1		lokal	
15000	131,58	A1		ytterligare	
14995	131,53	A1	att	öppna	
14850	130,26	A1	att	införa	
14818	129,98	A1	en	ledare	
14805	129,87	A1	en	mamma	
14783	129,67	A1	ett	sammanhang	
14777	129,62	A1	en	svensk	
14774	129,59	A1		hemma	
14773	129,58	A1	en	produkt	
14744	129,33	A1		därefter	
14744	129,33	A1		efter	
14719	129,11	A1	en	match	
14719	129,11	A1	en	tro	
14635	128,37	A1		alldeles	
14631	128,34	A1		lätt	
14630	128,33	A1		sann	
14626	128,30	A1	en	uppfattning	
14607	128,13	A1	en	demokrat	
14593	128,01	A1	ett	bolag	
14589	127,97	A1	en	erfarenhet	
14571	127,81	A1		kritik	
14565	127,76	A1	en	grad	
14543	127,57	A1	en	jude	
14543	127,57	A1		vacker	
14528	127,44	A1	att	erbjuda	
14527	127,43	A1	en	kamp	
14521	127,37	A1	en	period	
14483	127,04	A1		modern	
14481	127,02	A1	en	spelare	
14479	127,01	A1	en	elev	
14470	126,93	A1	en	utredning	
14469	126,92	A1	att	ingå	
14444	126,70	A1	en	kung	
14417	126,46	A1	att	bestå	e.g. bestå av
14416	126,45	A1	en	katt	
14411	126,41	A1	att	konstatera	
14397	126,29	A1		dit	
14390	126,22	A1		klart	
	126,21	A1		nuvarande	
14387	126,20	A1	att	styra	
14386	126,19	A1	att	förlora	
14381	126,15	A1		vit	
14360	125,96	A1	en	klocka	
14336	125,75	A1	att	påstå	
14324	125,65	A1	en	skatt	
14265	125,13	A1	att	besluta	
14252	125,01	A1	en	befolkning	
14240	124,91	A1	att	avse	
14197	124,53	A1		ro	
14191	124,48	A1		privat	
14161	124,22	A1	ett	steg	
14114	123,80	A1	en	art	
14109	123,76	A1	att	stödja	
14043	123,18	A1		ond	
13992	122,73	A1	en	plan	
13957	122,43	A1	en	resa	
13939	122,27	A1		utom	
13936	122,24	A1	en	hund	
13931	122,20	A1		syn	
13919	122,09	A1	att	glömma	
13899	121,92	A1	ett	avtal	
13874	121,70	A1	en	lek	
13863	121,60	A1		kul	
13852	121,51	A1	en	natt	e.g. god natt
13843	121,43	A1	att	förändra	e.g. förändra sig
13839	121,39	A1	att	ange	
13808	121,12	A1		någonting	
13798	121,03	A1		förstås	
13786	120,93	A1	en	individ	
13786	120,93	A1	att	älska	
13779	120,87	A1		motion	
13745	120,57	A1		glad	
13737	120,50	A1		ned	
13712	120,28	A1	en	dator	
13699	120,16	A1	en	miljö	
13666	119,87	A1	en	ek	
13664	119,86	A1		åtminstone	
13655	119,78	A1	att	presentera	e.g. presentera sig
13604	119,33	A1	att	stanna	
13599	119,29	A1	att	byta	e.g. bryta ut
13560	118,94	A1	ett	alternativ	
13552	118,87	A1	en	minut	
13542	118,79	A1		ingenting	
13526	118,65	A1	att	uppleva	
13513	118,53	A1	att	samla	
13482	118,26	A1		svart	
13466	118,12	A1	en	bakgrund	
13460	118,07	A1	ett	skott	
13455	118,02	A1	en	ö	
13452	118,00	A1		kärlek	
13408	117,61	A1	en	metod	
13359	117,18	A1		äldre	
13347	117,08	A1		säker	
13339	117,01	A1	en	borgare	
13336	116,98	A1	en	gud	e.g. Gud
13296	116,63	A1	en	insats	
13278	116,47	A1		tysk	
13264	116,35	A1	en	kontroll	
13263	116,34	A1	att	lösa	
13239	116,13	A1	att	kolla	(vardagligt)
13224	116,00	A1	att	fylla	e.g. fylla i/på
13186	115,66	A1	en	bestämmelse	
13186	115,66	A1		ris	
13173	115,55	A1	att	drabba	
13165	115,48	A1	ett	nät	
13119	115,08	A1	en	teknik	
13115	115,04	A1	en	resurs	
13093	114,85	A1	ett	försök	
13090	114,82	A1	att	fara	
13087	114,80	A1	att	tjäna	
13075	114,69	A1	ett	argument	
13063	114,58	A1	att	behandla	
13012	114,14	A1		ren	
12996	114,00	A1	en	fru	
12935	113,46	A1		sjuk	
12919	113,32	A1		istället för (el. i stället för)	
12914	113,28	A1		våld	
12902	113,17	A1	att	utföra	
12889	113,06	A1	en	ställning	
12878	112,96	A1		främst	
12875	112,94	A1	att	räcka	e.g. räcka till
12873	112,92	A1		bättre	
12860	112,80	A1	att	fundera	
12839	112,62	A1		visst	
12823	112,48	A1	en	sommar	e.g. i somras
12818	112,44	A1	en	rörelse	
12804	112,31	A1	en	kund	
12790	112,19	A1	ett	villkor	
12786	112,16	A1		tillbaka (vardagl. tillbaks)	
12773	112,04	A1		högt	
12767	111,99	A1	en	president	
12722	111,59	A1		emellertid	
12705	111,44	A1	en	händelse	
12697	111,37	A1	att	uppstå	
12692	111,33	A1	att	acceptera	
